#filename,file_size,file_attributes,region_count,region_id,region_shape_attributes,region_attributes
left1644.jpg,322646,"{}",1,0,"{""name"":""rect"",""x"":638,""y"":412,""width"":35,""height"":86}","{""Class"":""RED""}"
left1643.jpg,322392,"{}",1,0,"{""name"":""rect"",""x"":641,""y"":408,""width"":30,""height"":88}","{""Class"":""RED""}"
left1642.jpg,322611,"{}",1,0,"{""name"":""rect"",""x"":639,""y"":411,""width"":32,""height"":79}","{""Class"":""RED""}"
left1641.jpg,322887,"{}",1,0,"{""name"":""rect"",""x"":637,""y"":407,""width"":34,""height"":92}","{""Class"":""RED""}"
left1640.jpg,322698,"{}",1,0,"{""name"":""rect"",""x"":637,""y"":408,""width"":35,""height"":86}","{""Class"":""RED""}"
left1639.jpg,322877,"{}",1,0,"{""name"":""rect"",""x"":636,""y"":408,""width"":36,""height"":89}","{""Class"":""RED""}"
left1638.jpg,322972,"{}",1,0,"{""name"":""rect"",""x"":638,""y"":411,""width"":35,""height"":84}","{""Class"":""RED""}"
left1637.jpg,322603,"{}",1,0,"{""name"":""rect"",""x"":639,""y"":411,""width"":32,""height"":84}","{""Class"":""RED""}"
left1636.jpg,322525,"{}",1,0,"{""name"":""rect"",""x"":636,""y"":410,""width"":37,""height"":83}","{""Class"":""RED""}"
left1635.jpg,322518,"{}",1,0,"{""name"":""rect"",""x"":641,""y"":412,""width"":30,""height"":81}","{""Class"":""RED""}"
left1634.jpg,322647,"{}",1,0,"{""name"":""rect"",""x"":638,""y"":406,""width"":34,""height"":89}","{""Class"":""RED""}"
left1633.jpg,322541,"{}",1,0,"{""name"":""rect"",""x"":639,""y"":410,""width"":34,""height"":84}","{}"
left1632.jpg,321967,"{}",1,0,"{""name"":""rect"",""x"":639,""y"":408,""width"":34,""height"":89}","{}"
left1631.jpg,322194,"{}",1,0,"{""name"":""rect"",""x"":639,""y"":406,""width"":36,""height"":89}","{}"
left1630.jpg,322326,"{}",1,0,"{""name"":""rect"",""x"":637,""y"":406,""width"":37,""height"":92}","{}"
left1629.jpg,322054,"{}",1,0,"{""name"":""rect"",""x"":638,""y"":407,""width"":35,""height"":88}","{}"
left1628.jpg,321851,"{}",1,0,"{""name"":""rect"",""x"":637,""y"":406,""width"":36,""height"":91}","{}"
left1627.jpg,322199,"{}",1,0,"{""name"":""rect"",""x"":637,""y"":406,""width"":36,""height"":87}","{}"
left1626.jpg,322361,"{}",1,0,"{""name"":""rect"",""x"":639,""y"":406,""width"":35,""height"":89}","{}"
left1625.jpg,322089,"{}",1,0,"{""name"":""rect"",""x"":636,""y"":403,""width"":38,""height"":91}","{}"
left1624.jpg,322453,"{}",1,0,"{""name"":""rect"",""x"":639,""y"":405,""width"":35,""height"":91}","{}"
left1623.jpg,322809,"{}",1,0,"{""name"":""rect"",""x"":641,""y"":406,""width"":34,""height"":89}","{}"
left1622.jpg,322677,"{}",1,0,"{""name"":""rect"",""x"":638,""y"":405,""width"":36,""height"":93}","{}"
left1621.jpg,322771,"{}",1,0,"{""name"":""rect"",""x"":639,""y"":405,""width"":34,""height"":92}","{}"
left1620.jpg,322297,"{}",1,0,"{""name"":""rect"",""x"":639,""y"":407,""width"":34,""height"":87}","{}"
left1619.jpg,322323,"{}",1,0,"{""name"":""rect"",""x"":636,""y"":405,""width"":38,""height"":91}","{}"
left1618.jpg,322273,"{}",1,0,"{""name"":""rect"",""x"":638,""y"":408,""width"":36,""height"":88}","{}"
left1617.jpg,322637,"{}",1,0,"{""name"":""rect"",""x"":637,""y"":406,""width"":36,""height"":89}","{}"
left1616.jpg,322293,"{}",1,0,"{""name"":""rect"",""x"":637,""y"":408,""width"":36,""height"":88}","{}"
left1615.jpg,322894,"{}",1,0,"{""name"":""rect"",""x"":638,""y"":408,""width"":35,""height"":87}","{}"
left1614.jpg,322658,"{}",1,0,"{""name"":""rect"",""x"":638,""y"":405,""width"":37,""height"":91}","{}"
left1613.jpg,322861,"{}",1,0,"{""name"":""rect"",""x"":634,""y"":403,""width"":40,""height"":94}","{}"
left1612.jpg,322777,"{}",1,0,"{""name"":""rect"",""x"":641,""y"":410,""width"":34,""height"":84}","{}"
left1611.jpg,322825,"{}",1,0,"{""name"":""rect"",""x"":637,""y"":408,""width"":35,""height"":84}","{}"
left1610.jpg,323043,"{}",1,0,"{""name"":""rect"",""x"":637,""y"":407,""width"":37,""height"":88}","{}"
left1609.jpg,322898,"{}",1,0,"{""name"":""rect"",""x"":636,""y"":406,""width"":38,""height"":91}","{}"
left1608.jpg,322418,"{}",1,0,"{""name"":""rect"",""x"":638,""y"":406,""width"":36,""height"":88}","{}"
left1607.jpg,322032,"{}",1,0,"{""name"":""rect"",""x"":634,""y"":406,""width"":41,""height"":92}","{}"
left1606.jpg,322443,"{}",1,0,"{""name"":""rect"",""x"":637,""y"":407,""width"":36,""height"":87}","{}"
left1605.jpg,322803,"{}",1,0,"{""name"":""rect"",""x"":639,""y"":410,""width"":34,""height"":87}","{}"
left1604.jpg,322781,"{}",1,0,"{""name"":""rect"",""x"":637,""y"":406,""width"":37,""height"":91}","{}"
left1603.jpg,322809,"{}",1,0,"{""name"":""rect"",""x"":634,""y"":406,""width"":38,""height"":88}","{}"
left1602.jpg,323353,"{}",1,0,"{""name"":""rect"",""x"":642,""y"":408,""width"":31,""height"":86}","{}"
left1601.jpg,323040,"{}",1,0,"{""name"":""rect"",""x"":637,""y"":405,""width"":36,""height"":91}","{}"
left1414.jpg,374210,"{}",1,0,"{""name"":""rect"",""x"":101,""y"":323,""width"":92,""height"":221}","{}"
left1413.jpg,374136,"{}",1,0,"{""name"":""rect"",""x"":93,""y"":329,""width"":89,""height"":217}","{}"
left1412.jpg,375580,"{}",1,0,"{""name"":""rect"",""x"":76,""y"":319,""width"":92,""height"":226}","{}"
left1411.jpg,375654,"{}",1,0,"{""name"":""rect"",""x"":65,""y"":320,""width"":96,""height"":231}","{}"
left1410.jpg,376663,"{}",1,0,"{""name"":""rect"",""x"":45,""y"":312,""width"":93,""height"":237}","{}"
left1409.jpg,377905,"{}",1,0,"{""name"":""rect"",""x"":22,""y"":300,""width"":103,""height"":253}","{}"
left1408.jpg,377920,"{}",1,0,"{""name"":""rect"",""x"":12,""y"":307,""width"":99,""height"":245}","{}"
left1407.jpg,378693,"{}",1,0,"{""name"":""rect"",""x"":5,""y"":307,""width"":91,""height"":243}","{}"
left1406.jpg,378532,"{}",1,0,"{""name"":""rect"",""x"":1,""y"":308,""width"":89,""height"":245}","{}"
left1405.jpg,377441,"{}",1,0,"{""name"":""rect"",""x"":2,""y"":305,""width"":66,""height"":250}","{}"
left1404.jpg,376469,"{}",1,0,"{""name"":""rect"",""x"":2,""y"":305,""width"":38,""height"":248}","{}"
left1403.jpg,377048,"{}",1,0,"{""name"":""rect"",""x"":-4,""y"":303,""width"":34,""height"":256}","{}"
left1339.jpg,378747,"{}",1,0,"{""name"":""rect"",""x"":5,""y"":304,""width"":52,""height"":251}","{}"
left1338.jpg,379283,"{}",1,0,"{""name"":""rect"",""x"":4,""y"":313,""width"":73,""height"":240}","{}"
left1337.jpg,378729,"{}",1,0,"{""name"":""rect"",""x"":20,""y"":312,""width"":82,""height"":246}","{}"
left1336.jpg,378369,"{}",1,0,"{""name"":""rect"",""x"":35,""y"":314,""width"":79,""height"":236}","{}"
left1335.jpg,376377,"{}",1,0,"{""name"":""rect"",""x"":61,""y"":317,""width"":78,""height"":228}","{}"
left1334.jpg,375697,"{}",1,0,"{""name"":""rect"",""x"":91,""y"":320,""width"":77,""height"":223}","{}"
left1333.jpg,374028,"{}",1,0,"{""name"":""rect"",""x"":103,""y"":325,""width"":74,""height"":220}","{}"
left1332.jpg,372885,"{}",1,0,"{""name"":""rect"",""x"":132,""y"":326,""width"":70,""height"":215}","{}"
left1331.jpg,372883,"{}",1,0,"{""name"":""rect"",""x"":143,""y"":328,""width"":71,""height"":216}","{}"
left1330.jpg,371527,"{}",1,0,"{""name"":""rect"",""x"":168,""y"":331,""width"":70,""height"":207}","{}"
left1329.jpg,371709,"{}",1,0,"{""name"":""rect"",""x"":191,""y"":339,""width"":68,""height"":201}","{}"
left1328.jpg,370862,"{}",1,0,"{""name"":""rect"",""x"":200,""y"":340,""width"":72,""height"":199}","{}"
left1327.jpg,368662,"{}",1,0,"{""name"":""rect"",""x"":223,""y"":346,""width"":70,""height"":191}","{}"
left1326.jpg,367567,"{}",1,0,"{""name"":""rect"",""x"":236,""y"":350,""width"":66,""height"":184}","{}"
