#filename,file_size,file_attributes,region_count,region_id,region_shape_attributes,region_attributes
left1734.jpg,357935,"{}",1,0,"{""name"":""rect"",""x"":294,""y"":355,""width"":68,""height"":176}","{}"
left1733.jpg,357738,"{}",1,0,"{""name"":""rect"",""x"":304,""y"":358,""width"":63,""height"":173}","{}"
left1732.jpg,356382,"{}",1,0,"{""name"":""rect"",""x"":313,""y"":356,""width"":62,""height"":174}","{}"
left1731.jpg,355314,"{}",1,0,"{""name"":""rect"",""x"":315,""y"":359,""width"":65,""height"":173}","{}"
left1730.jpg,354102,"{}",1,0,"{""name"":""rect"",""x"":326,""y"":359,""width"":65,""height"":171}","{}"
left1729.jpg,354786,"{}",1,0,"{""name"":""rect"",""x"":335,""y"":358,""width"":66,""height"":171}","{}"
left1728.jpg,353669,"{}",1,0,"{""name"":""rect"",""x"":344,""y"":360,""width"":62,""height"":170}","{}"
left1727.jpg,353802,"{}",1,0,"{""name"":""rect"",""x"":356,""y"":358,""width"":63,""height"":169}","{}"
left1726.jpg,353620,"{}",1,0,"{""name"":""rect"",""x"":365,""y"":358,""width"":60,""height"":166}","{}"
left1538.jpg,322025,"{}",1,0,"{""name"":""rect"",""x"":623,""y"":402,""width"":38,""height"":93}","{}"
left1537.jpg,321653,"{}",1,0,"{""name"":""rect"",""x"":623,""y"":402,""width"":35,""height"":96}","{}"
left1536.jpg,321534,"{}",1,0,"{""name"":""rect"",""x"":623,""y"":405,""width"":35,""height"":91}","{}"
left1535.jpg,321264,"{}",1,0,"{""name"":""rect"",""x"":622,""y"":401,""width"":35,""height"":96}","{}"
left1534.jpg,321219,"{}",1,0,"{""name"":""rect"",""x"":621,""y"":402,""width"":36,""height"":96}","{}"
left1533.jpg,320740,"{}",1,0,"{""name"":""rect"",""x"":621,""y"":403,""width"":37,""height"":94}","{}"
left1532.jpg,320103,"{}",1,0,"{""name"":""rect"",""x"":618,""y"":402,""width"":38,""height"":98}","{}"
left1531.jpg,319515,"{}",1,0,"{""name"":""rect"",""x"":619,""y"":401,""width"":37,""height"":96}","{}"
left1530.jpg,319536,"{}",1,0,"{""name"":""rect"",""x"":618,""y"":400,""width"":36,""height"":99}","{}"
left1529.jpg,319945,"{}",1,0,"{""name"":""rect"",""x"":616,""y"":401,""width"":40,""height"":99}","{}"
left1528.jpg,319284,"{}",1,0,"{""name"":""rect"",""x"":614,""y"":400,""width"":41,""height"":98}","{}"
